node_A_num	node_B_num	combined_score
27	458	0.248
292	421	0.227
292	359	0.272
514	489	0.34
521	666	0.215
641	519	0.447
666	398	0.863
709	1031	0.188
709	1130	0.851
786	835	0.163
786	749	0.493
852	707	0.165
944	942	0.302
143	642	0.624
216	73	0.626
244	1018	0.176
460	7	0.292
467	643	0.211
467	715	0.19
520	79	0.851
633	70	0.551
763	1142	0.186
1060	102	0.16
225	1141	0.236
865	1030	0.181
922	1034	0.57
79	712	0.182
174	1069	0.286
346	251	0.215
453	519	0.32
662	213	0.181
746	846	0.207
871	156	0.51
903	310	0.203
1056	624	0.157
1110	101	0.189
109	37	0.163
450	1155	0.207
803	1104	0.235
934	231	0.567
953	981	0.381
953	419	0.988
993	222	0.216
191	1016	0.358
556	611	0.332
769	46	0.168
769	306	0.362
840	494	0.292
1123	33	0.202
1123	1001	0.366
561	671	0.242
610	562	0.217
624	721	0.796
752	870	0.162
859	220	0.49
1050	869	0.892
2	1030	0.179
59	344	0.4
315	404	0.256
110	310	0.422
405	143	0.254
537	1158	0.692
816	284	0.577
1061	392	0.167
1069	624	0.177
1154	469	0.169
133	404	0.244
343	376	0.271
451	154	0.188
607	1027	0.22
698	256	0.161
817	240	0.231
1027	908	0.23
94	381	0.253
94	567	0.202
251	169	0.999
577	969	0.164
758	99	0.536
1030	752	0.999
290	1153	0.9
290	613	0.183
433	201	0.496
457	664	0.988
572	266	0.262
711	222	0.333
317	378	0.362
600	756	0.175
660	644	0.215
712	230	0.265
880	377	0.215
884	649	0.205
955	2	0.95
955	1106	0.274
1053	809	0.249
389	460	0.187
398	908	0.459
166	470	0.187
283	409	0.368
470	220	0.26
470	1136	0.424
717	474	0.269
717	639	0.317
717	546	0.434
734	815	0.244
776	1167	0.997
936	169	0.173
1029	109	0.461
1075	1145	0.366
132	419	0.177
640	696	0.19
686	279	0.186
686	113	0.256
686	198	0.481
127	14	0.229
323	426	0.227
426	572	0.175
721	1152	0.222
872	633	0.471
37	670	0.216
76	355	0.501
99	123	0.298
233	358	0.671
262	392	0.293
813	809	0.223
228	953	0.192
228	399	0.307
397	813	0.159
612	1045	0.268
1052	81	0.298
478	649	0.151
842	346	0.275
454	259	0.311
560	1066	0.231
634	596	0.229
1018	1029	0.197
1023	876	0.19
14	46	0.545
14	1044	0.344
456	591	0.243
726	879	0.447
341	825	0.218
483	689	0.998
625	185	0.18
782	911	0.153
101	162	0.287
185	581	0.982
189	792	0.211
189	1117	0.999
412	369	0.202
412	763	0.28
468	1159	0.321
678	620	0.257
792	1069	0.545
792	313	0.166
945	290	0.247
1057	265	0.317
1126	458	0.772
1149	222	0.506
355	705	0.154
402	211	0.825
772	427	0.487
772	864	0.597
967	157	0.284
1080	602	0.312
1125	228	0.235
1167	963	0.301
19	526	0.19
338	238	0.396
522	237	0.163
1101	1135	0.999
40	240	0.205
63	730	0.456
406	822	0.698
930	82	0.167
998	157	0.263
1031	927	0.207
643	658	0.46
730	429	0.219
741	1036	0.17
927	614	0.237
359	620	0.349
431	9	0.203
904	129	0.991
943	143	0.163
1104	1169	0.286
555	34	0.158
642	929	0.34
777	940	0.21
791	282	0.155
863	980	0.675
1135	1059	0.433
507	633	0.161
571	219	0.212
571	153	0.262
757	296	0.181
757	446	0.159
764	1066	0.214
36	306	0.191
98	896	0.905
136	493	0.251
136	244	0.403
352	811	0.205
700	845	0.999
736	956	0.23
736	91	0.306
736	1002	0.372
991	876	0.186
1077	564	0.358
521	397	0.159
521	600	0.383
709	298	0.292
852	50	0.824
878	379	0.209
878	641	0.931
1070	943	0.82
104	551	0.169
122	114	0.178
314	409	0.209
516	555	0.417
628	514	0.304
633	1108	0.164
105	1128	0.496
225	953	0.21
333	713	0.273
1130	953	0.931
1130	666	0.809
79	84	0.188
274	631	0.189
274	263	0.238
419	91	0.331
746	552	0.31
1110	1029	0.756
154	764	0.254
358	396	0.999
191	364	0.395
428	495	0.358
428	391	0.274
962	960	0.866
962	70	0.971
990	535	0.181
1038	1170	0.202
1038	205	0.611
1123	179	0.259
1123	908	0.347
66	1055	0.155
73	1025	0.844
222	845	0.217
376	460	0.407
429	1052	0.164
610	700	0.304
815	133	0.253
899	1126	0.176
1005	209	0.154
1050	116	0.411
1050	129	0.549
1120	495	0.92
1120	916	0.27
1140	610	0.222
463	162	0.982
541	580	0.39
674	1133	0.386
702	50	0.526
725	140	0.307
972	355	0.654
1117	729	0.242
1133	396	0.904
677	308	
739	193	0.887
816	601	0.216
816	157	0.223
916	61	0.343
1061	483	0.34
1069	1025	0.226
100	434	0.247
162	980	0.198
366	426	0.28
423	152	0.163
451	398	0.359
817	1128	0.219
77	244	0.155
211	433	0.689
261	468	0.23
577	402	0.153
580	514	0.391
69	434	0.189
193	826	0.165
201	986	0.433
493	973	0.512
605	924	0.163
699	28	0.26
743	1053	0.249
743	56	0.965
130	897	0.183
258	305	0.239
696	222	0.443
770	81	0.274
955	998	0.18
1000	741	0.173
1036	20	0.333
1053	520	0.28
1095	432	0.371
1169	819	0.181
29	602	0.202
88	665	0.174
156	209	0.373
156	857	0.19
255	11	0.304
255	1107	0.167
398	645	0.353
447	580	0.171
775	592	0.684
832	641	0.994
857	1061	0.216
857	900	0.22
23	545	0.517
1033	806	0.243
132	437	0.157
172	1016	0.312
187	1085	0.999
246	25	0.423
640	765	0.265
670	611	0.428
670	458	0.644
1174	573	0.208
635		0.373
981	107	0.273
233		0.84
409	1075	0.204
589	359	0.459
113		0.436
228	73	0.934
667	42	0.174
733	1165	0.245
854	709	0.154
893	427	0.36
1156	171	0.381
480	191	0.558
710	171	0.262
391	56	0.184
1018	638	0.328
1018	250	0.982
1023	1120	0.196
14	665	0.221
14	811	0.713
80	755	0.757
171	220	0.419
456	514	0.204
1001		0.204
1084	1133	0.187
1084	641	0.676
1147	833	0.188
91	137	0.186
106	822	0.203
399	210	0.153
399	906	0.368
689	562	0.275
1118	878	0.881
221	398	0.837
334	285	0.158
517	364	0.9
567	376	0.16
639	1080	0.461
639	86	0.466
825		0.206
1042	1101	0.954
1126	342	0.23
0	1036	0.173
57	322	0.416
458	1042	0.269
819	238	0.401
900	790	0.153
1007	981	0.179
1080	899	0.15
1167	1143	0.346
49	304	0.159
107	972	0.34
324	23	0.182
587	209	0.185
724	841	0.176
1016	14	0.666
176	358	0.225
403	495	0.386
406		0.168
406	400	0.494
448	1126	0.192
455	491	0.161
755	358	0.168
1031	193	0.225
1108	977	0.201
1108	825	0.155
675	754	0.347
948	566	0.21
1021	660	0.205
46	577	0.226
86	649	0.968
163	640	0.168
206	150	0.276
342	102	0.352
431	323	0.497
895		0.159
1104	793	0.763
1104	834	0.175
1112	878	0.866
202		0.487
440	924	0.239
476	156	0.386
642	1128	0.155
642	772	0.583
727	37	0.184
781	844	0.232
784	1021	0.241
791	9	0.923
866	50	0.318
249	656	0.212
407	1059	0.506
474	375	0.992
540		0.197
599	439	0.219
749	3	0.362
757	353	0.162
796	670	0.171
796	41	0.188
807	140	0.316
861	875	0.234
961	653	0.325
1008	457	0.181
136	84	0.346
168	480	0.194
994	172	0.509
1015	718	0.188
584	330	0.225
786	876	0.272
844	115	0.54
878	101	0.203
242	344	0.212
361	354	0.261
516	240	0.216
1004	124	0.459
1071	77	0.171
1071	115	0.177
102	427	0.181
102	1101	0.362
105	231	0.3
140	14	0.238
165		0.207
333	363	0.172
883	743	0.275
917		0.151
79	493	0.247
419	25	0.16
526	699	0.285
924	81	0.277
120	381	0.162
803	1055	0.154
191	1007	0.189
191	928	0.271
252	251	0.532
364	846	0.156
422		0.288
824	1156	0.224
850	448	0.184
909	120	0.192
959	1001	0.192
1038	888	0.236
1123	365	0.561
222	992	0.15
256	524	0.26
376	729	0.15
376	255	0.239
610	589	0.151
626	340	0.211
752	1120	0.992
799		0.177
815	594	0.213
1120		0.624
1170	240	0.234
44	660	0.154
118	575	0.476
386	774	0.21
564		0.39
674	1037	0.323
876	832	0.22
972	129	0.316
1010	432	0.189
1010	1061	0.186
1010	125	0.488
1066	546	0.164
278	185	0.167
537	369	0.217
582	1129	0.358
869	891	0.177
869	472	0.439
916	1085	0.984
916	555	0.997
1022	423	0.249
1153	898	0.57
100	356	0.291
162	1019	0.189
277	24	0.181
282	632	0.213
451		0.26
534	660	0.192
601	578	0.279
601	196	0.874
698	359	0.22
829	842	0.804
94	287	0.151
580	650	0.198
940	101	0.239
940	941	0.154
1062	842	0.181
193	684	0.986
457	836	0.185
570	707	0.285
605	166	0.323
699	417	0.179
780	1021	0.404
986	1145	0.906
986		0.246
284	546	0.189
284	159	0.218
416	599	0.295
600		0.176
884		0.175
1000	383	0.216
1036	116	0.302
1036	129	0.997
1053		0.199
1095	552	0.201
1165	665	0.178
29	621	0.167
240	599	0.155
375	649	0.93
470	875	0.167
30	503	0.171
204	520	0.727
477	587	0.617
686	1152	0.812
127	198	0.698
219	252	0.175
426	882	0.247
981	942	0.251
1172	699	0.483
1172	452	0.368
425		0.259
432	63	0.255
432	1143	0.288
583	1132	0.677
583	666	0.966
713	259	0.612
713	240	0.507
882	615	0.195
888	60	0.824
113	248	0.172
228	287	0.17
228	1001	0.222
397	85	0.93
1052	854	0.371
1156	793	0.271
1156	1108	0.26
379	298	0.648
480	45	0.185
552	1130	0.161
78	829	0.17
124	749	0.5
144	405	0.436
360	226	0.598
590	595	0.157
649	934	0.23
847	792	0.183
461	758	0.517
868	404	0.585
868	360	0.267
954	904	0.181
1055	558	0.159
1055	953	0.33
1084	869	0.445
106	325	0.174
116	809	0.619
300		0.416
399	485	0.368
492	956	0.217
594	908	0.223
594	511	0.227
837	220	0.247
39	942	0.173
101	7	0.529
119	592	0.217
367	587	0.372
412	363	0.167
468	69	0.213
527	290	0.16
678	288	0.177
841	485	0.193
158	166	0.674
200	1153	0.172
330	775	0.255
772	981	0.651
900	1134	0.207
967	1050	0.384
19	400	0.15
913	379	0.267
1101	404	0.193
1101	176	0.173
40	581	0.964
43	519	0.594
67	1011	0.258
67	799	0.186
176	1101	0.173
512	587	0.15
528	427	0.379
528	13	0.181
528	467	0.197
585	51	0.236
585	814	0.587
755	1101	0.23
755	335	0.155
814	1018	0.373
995	595	0.238
1107	121	0.647
313	508	0.79
648	8	0.295
730	446	0.575
741	297	0.169
927	1125	0.168
81	76	0.361
123		0.234
206	665	0.188
395	186	0.422
566	453	0.185
714	15	0.154
895	780	0.346
895	577	0.269
960	614	0.996
1068	809	0.155
363	539	0.217
555	934	0.152
1134	832	0.958
861	354	0.174
38	208	0.852
38	753	0.252
98	589	0.959
381	39	0.754
715	908	0.156
27	585	0.158
27	472	0.345
267	1125	0.157
519	909	0.164
844	374	0.276
944	9	0.29
1070	818	0.842
34	635	0.318
42	808	0.198
159	299	0.323
490	419	0.212
633	105	0.318
633	188	0.161
707	754	0.324
20	23	0.335
183	398	0.269
598	469	0.192
598	564	0.261
718	1167	0.214
788	593	0.564
788	877	0.165
865	42	0.371
883	172	0.275
1130	653	0.994
1130	1001	0.325
61	788	0.36
61	250	0.24
220	46	0.396
274	359	0.852
508	181	0.311
526	713	0.295
746	618	0.194
924	188	0.339
24	426	0.204
24	79	0.303
197	1170	0.375
209	169	0.647
279	1169	0.593
358	496	0.349
728	19	0.232
54	786	0.585
191	425	0.399
238		0.237
422	943	0.381
864	587	0.267
962		0.221
1038	707	0.252
1038	826	0.228
1113	922	0.173
538	473	0.97
561	403	0.186
610	785	0.153
626	707	0.32
815	922	0.282
826	112	0.334
1005	908	0.229
1120	833	0.247
1120	496	0.419
2	1159	0.394
400	653	0.188
541	282	0.184
541	942	0.387
725	877	0.171
729	384	0.222
729	355	0.368
797	614	0.383
972	554	0.563
1066		0.432
1117	375	0.152
121	11	0.293
278	903	0.253
869	1042	0.974
897	399	0.464
916	914	0.998
957	594	0.201
1061	94	0.248
269	43	0.181
374	301	0.165
845	797	0.354
1027	558	0.195
1148	382	0.201
211	890	0.152
261	1077	0.199
576	960	0.219
576		0.169
580	541	0.39
588	689	0.173
615	9	0.329
877	822	0.228
1030	364	0.152
193	324	0.21
201	957	0.343
484	368	0.241
484	310	0.199
493	262	0.988
699	717	0.264
130	655	0.352
181	781	0.211
289	836	0.168
410	346	0.212
416	1150	0.215
712	805	0.31
835	1120	0.224
1034	522	0.293
1034	594	0.179
1076	882	0.371
1082	14	0.209
1082	129	0.999
1165	870	0.272
156	76	0.175
389	927	0.171
447	541	0.375
462	446	0.3
485	574	0.184
609	844	0.175
775	477	0.412
857	619	0.317
857	1118	0.973
977	207	0.282
23	962	0.183
283		0.382
303	269	0.382
303	707	0.27
312	1076	0.218
411	588	0.192
411	1144	0.251
723	947	0.192
936	115	0.875
187	585	0.291
515	584	0.638
544	818	0.274
862	642	0.277
15	592	0.181
15	266	0.85
83	1057	0.184
127	215	0.183
268	274	0.171
323	634	0.248
323	915	0.161
426	524	0.156
491	785	0.18
663	533	0.657
676	100	0.706
831	746	0.63
96	967	0.24
99	202	0.186
233	120	0.23
113	84	0.352
774	585	0.355
891	401	0.624
1063	517	0.966
50	545	0.23
78	1023	0.151
360	818	0.265
454	468	0.623
634	582	0.182
634	1104	0.261
783	897	0.365
879	43	0.375
1129	644	0.183
1137	1016	0.915
14	1053	0.216
14	1131	0.208
14	282	0.231
80	843	0.24
170	991	0.256
390	366	0.188
436	588	0.417
456	183	0.186
524	159	0.221
672	1069	0.593
779	480	0.337
836	259	0.165
836	240	0.342
836	1129	0.165
1084	330	0.163
295	354	0.322
300	1004	0.189
394	206	0.151
399	286	0.683
602	730	0.153
689	1025	0.968
837	852	0.172
860	298	0.16
1079	119	0.181
39	1060	0.159
468	588	0.183
792	299	0.963
792	561	0.681
841	602	0.171
870	68	0.287
1003		0.155
1011	483	0.221
1011	1042	0.358
1126	213	0.163
1145	852	0.396
0	376	0.242
57	567	0.228
158	419	0.565
265	255	0.275
355	264	0.168
355	439	0.32
452	325	0.275
546	791	0.203
1091	323	0.361
1125	815	0.289
40	468	0.989
85	748	0.843
89	1068	0.183
403	620	0.286
585	798	0.288
930	667	0.681
987	699	0.15
1108	527	0.245
205	598	0.202
205	1101	0.173
266	572	0.262
313	240	0.212
695	699	0.205
890	545	0.174
1143	129	0.276
1158	255	0.174
188	9	0.152
188	75	0.165
566	665	0.191
943	1123	0.217
960	882	0.185
960	700	0.999
1104	883	0.767
1104	1091	0.998
1168	76	0.167
213	585	0.299
476	772	0.19
555	1055	0.161
646	555	0.321
472	1080	0.892
540	375	0.899
571	358	0.907
671	423	0.184
757	116	0.271
757	132	0.335
807	589	0.95
38	301	0.249
115	355	0.167
115	244	0.256
396	111	0.181
809	710	0.179
991	1118	0.98
1015	261	0.814
1077	710	0.162
641	504	0.203
844	175	0.996
878	571	0.947
944	261	0.219
978	240	0.304
143	340	0.39
319	600	0.163
421	20	0.478
516	273	0.182
633	333	0.35
1004	1082	0.192
105	190	0.158
333	641	0.256
865	85	0.607
1141	992	0.183
1166	426	0.295
79	119	0.722
174	101	0.223
220	1072	0.197
419	1169	0.418
496	306	0.15
496	255	0.18
496	1044	0.301
496	1135	0.419
526	299	0.336
662	314	0.231
737	1151	0.217
753	452	0.389
756	990	0.184
1054	871	0.34
45	1118	0.233
45	1134	0.233
192	1101	0.165
818	738	0.518
364	1135	0.188
422	312	0.161
422	541	0.271
761	198	0.22
769	354	0.311
959	319	0.15
1038	189	0.999
66	962	0.384
256	541	0.219
561	844	0.458
561	277	0.2
826	380	0.16
826	534	0.213
899	79	0.4
2	85	0.173
2	1084	0.174
59	322	0.855
620	844	0.546
620	995	0.312
725	166	0.343
729	118	0.697
848	1135	0.248
167	137	0.211
286	453	0.341
582	748	0.411
897	588	0.335
957	266	0.971
957	702	0.238
1046	626	0.212
1069	1172	0.548
100	610	0.971
269	1041	0.181
277	1153	0.505
277	1129	0.275
366	963	0.974
374	521	0.193
601	1085	0.811
211	622	0.216
211	119	0.58
251	399	0.19
261	240	0.208
575	526	0.181
940	202	0.278
7	883	0.953
193	869	0.151
287	801	0.204
433	786	0.306
558	268	0.909
570	620	0.314
572	769	0.206
126		0.497
410	456	0.314
835	1075	0.206
1082	599	0.991
1	1069	0.44
447	943	0.247
495	890	0.195
495	561	0.198
630	351	0.288
857	32	0.992
1128	552	0.167
166	131	0.413
574	1026	0.244
723	954	0.329
723	70	0.154
936	1113	0.216
936	666	0.185
936	816	0.203
430	358	0.26
477	451	0.202
686	496	0.236
862	621	0.394
1058	769	0.592
33	717	0.233
33	599	0.355
33	623	0.26
219	449	0.296
721	699	0.538
914	210	0.192
914	202	0.196
914	815	0.244
1037	717	0.211
76	398	0.16
96	639	0.193
233	96	0.158
348	1107	0.165
425	169	0.271
713	711	0.314
882	273	0.205
297	156	0.244
321	242	0.309
397	879	0.195
489	528	0.997
854	1011	0.208
379	425	0.406
842	284	0.202
360	810	0.166
378	624	0.163
454	1042	0.189
454	676	0.189
649	37	0.364
748	122	0.159
783	861	0.392
989	85	0.245
1018	324	0.248
1018	0	0.224
1106	525	0.203
1129	750	0.165
1129	661	0.226
14	125	0.256
170	882	0.28
170	4	0.36
171	520	0.209
365	366	0.222
1017	183	0.151
1055	575	0.166
32	403	0.232
32	571	0.944
116	252	0.214
300	879	0.299
393	707	0.212
393	763	0.233
399	383	0.282
591	167	0.161
625	422	0.242
801	608	0.166
39	6	0.152
152	1070	0.233
527	600	0.166
639	78	0.218
639	653	0.999
693	955	0.268
792	189	0.211
825	220	0.15
939	903	0.237
1011	90	0.167
1011	853	0.169
1057	743	0.291
1126	929	0.301
1126	584	0.871
97	969	0.15
135	116	0.198
458	735	0.211
967	928	0.363
1047	14	0.319
1080	230	0.169
1167	1095	0.996
1167	290	0.205
338	341	0.229
684	130	0.853
1101	303	0.232
60	463	0.865
85	756	0.347
169	807	0.302
194	983	0.185
403	101	0.342
987	862	0.191
998	143	0.223
1150	844	0.227
310	669	0.311
313	526	0.866
369	364	0.235
506	101	0.175
578	389	0.153
695	430	0.322
890	879	0.405
927	1075	0.244
1021	589	0.295
46	220	0.396
188	351	0.938
327	875	0.55
327	541	0.267
327	1112	0.328
342	201	0.161
382	983	0.263
714	633	0.415
1168	1001	0.182
1168	344	0.204
555	769	0.167
579	23	0.93
579	851	0.226
642	91	0.258
791	478	0.281
1135	814	0.175
1152	266	0.203
1175		0.422
437	1140	0.253
472	152	0.404
757	409	0.232
796	1024	0.206
1159	251	0.184
38	635	0.231
700	170	0.231
1138	660	0.384
292	310	0.462
292	381	0.466
519	259	0.407
521	736	0.219
597	193	0.977
617	207	0.176
617	1013	0.283
878	495	0.988
1070	1054	0.308
633	483	0.384
763	428	0.367
1071	530	0.197
105	585	0.649
105	1031	0.83
183	52	0.177
530	439	0.176
549	419	0.998
865	2	0.755
79	452	0.236
220	204	0.693
368	1138	0.577
419	105	0.44
419	211	0.57
496	140	0.524
523	775	0.265
910	520	0.331
924	570	0.2
1110	0	0.207
1110	1140	0.384
154	2	0.293
562	120	0.215
993	902	0.333
1144	797	0.36
364		0.404
364	32	0.195
769	323	0.203
824	571	0.213
881	1056	0.214
909	422	0.748
909	1000	0.229
923	467	0.229
1123	144	0.996
73	790	0.928
281	469	0.163
752	448	0.189
752	790	0.232
752	252	0.806
1170	628	0.407
876	178	0.654
956	118	0.655
972	405	0.191
167	534	0.352
739	754	0.183
26	1017	0.355
451	473	0.155
210	1108	0.164
251	857	0.999
251	865	0.639
251	77	0.999
588	865	0.425
798	142	0.346
193	380	0.41
201	844	0.588
418	675	0.373
558	419	0.229
605	29	0.179
699	669	0.324
699	741	0.368
986	508	0.957
600	579	0.926
660	724	0.156
955	209	0.156
955	115	0.189
4	1044	0.443
255	25	0.214
398	477	0.219
630	572	0.169
630	785	0.558
977	973	0.252
1128	846	0.349
8	467	0.17
306	1153	0.181
312	483	0.189
644	412	0.662
717	371	0.684
773	1017	0.545
1033	611	0.773
187	416	0.173
477	554	0.358
820	284	0.985
933	1027	0.156
933	931	0.231
83	643	0.246
127	1167	0.172
323	1176	0.201
426	1016	0.586
690	939	0.167
721	1167	0.232
721	1080	0.268
846	77	0.999
1172	639	0.284
262	410	0.205
425	911	0.26
713	541	0.244
813	956	0.372
489	634	0.732
793	198	0.27
793	1156	0.271
129	675	0.343
288	807	0.19
340	1023	0.286
340	910	0.353
28	321	0.318
144	83	0.245
144	670	0.735
203	520	0.468
360	929	0.235
634	407	0.166
649	642	0.38
649	52	0.195
856	270	0.256
1006	446	0.171
1018	813	0.267
1023	483	0.206
1023	649	0.206
1106	44	0.159
178	179	0.15
365	1015	0.573
790	610	0.2
963	458	0.166
1055	328	0.2
1084	79	0.309
1147	225	0.159
91	290	0.227
114	588	0.24
309	1164	0.218
494	887	0.673
525	433	0.521
533	4	0.165
591	803	0.293
591	244	0.305
689	960	0.992
860	283	0.183
896	143	0.496
896	928	0.67
39	950	0.18
101	433	0.213
101	116	0.537
101	14	0.611
131	179	0.236
131	278	0.173
152	805	0.161
273	947	0.245
678	281	0.283
825	378	0.335
841	76	0.154
870	101	0.428
1042	585	0.205
1057	404	0.518
1057	750	0.201
1145	231	0.236
97	222	0.151
304	112	0.264
458	1120	0.286
546	595	0.338
546	515	0.993
1047	36	0.225
1080	595	0.205
1080	428	0.47
1167	1150	0.997
653	803	0.159
684	171	0.165
684	786	0.959
1101	683	0.235
60	904	0.99
60	684	0.878
169	602	0.451
403	859	0.573
585	437	0.284
654	788	0.152
998	1135	0.864
1107	491	0.47
1150	963	0.184
1150	616	0.162
1150	915	0.168
1150	73	0.213
128	575	0.167
380	730	0.237
578	546	0.206
608	402	0.239
906	930	0.236
86	818	0.949
123	264	0.205
188	1042	0.332
327	883	0.379
804	890	0.237
805	399	0.275
873	698	0.266
904	607	0.368
904	174	0.895
960	273	0.191
960	748	0.219
230	629	0.167
555	951	0.167
579	392	0.379
540	489	0.979
573	1117	0.506
889	511	0.188
1014	433	0.21
136	934	0.187
396	670	0.971
736	848	0.257
736	749	0.279
994	650	0.354
275	722	0.175
514	1134	0.986
584	953	0.92
606	786	0.996
641	171	0.949
641	1128	0.499
844	199	0.444
852	374	0.23
878	270	0.991
1048	785	0.245
1070	25	0.951
42	882	0.228
314	1083	0.206
404	244	0.611
628	947	0.169
105	537	0.535
165	978	0.161
383	960	0.191
383	1016	0.188
383	954	0.777
549	1108	0.997
598	809	0.229
1166	671	0.311
419	503	0.211
419	251	0.942
496	346	0.341
496	231	0.472
526	124	0.256
613	187	0.983
669	871	0.302
756	813	0.188
1056	544	0.294
45	163	0.208
154	393	0.234
1144	1080	0.194
191	580	0.279
191	589	0.576
226	842	0.401
364	425	0.199
769	338	0.259
808	619	0.181
222	1166	0.593
624	456	0.178
624	766	0.229
626	633	0.173
1120	857	0.885
44	483	0.175
315	8	0.173
387	516	0.152
674	1084	0.582
702	769	0.265
702	764	0.597
1066	713	0.183
167	994	0.277
582	354	0.418
582	700	0.28
652	132	0.179
957	396	0.237
1154	1060	0.87
100	729	0.393
162	1031	0.178
162	333	0.532
162	25	0.998
264	544	0.205
357	841	0.204
374	667	0.15
534	676	0.196
601	1036	0.861
615	735	0.201
650	721	0.177
703	804	0.202
1030	512	0.213
193	600	0.168
290	975	0.191
290	1076	0.229
290	785	0.217
433	158	0.171
433	419	0.803
457	884	0.226
699	480	0.161
743	579	0.841
759	360	0.235
271	791	0.173
284	862	0.626
322	194	0.207
410	252	0.231
410	416	0.231
712	27	0.224
1082	1124	0.318
29	530	0.38
88	378	0.369
156	495	0.212
208	394	0.186
208	743	0.423
485	298	0.821
977	1155	0.153
306	238	0.282
773	945	0.404
936	129	0.305
84	1002	0.188
477	1133	0.407
705	220	0.152
15	393	0.215
219	418	0.341
491	578	0.346
676	1068	0.294
721	845	0.595
846	1047	0.181
37	762	0.335
76	547	0.199
87	176	0.173
233	1123	0.254
344	244	0.155
409	231	0.294
425	104	0.165
583	1140	0.215
882	591	0.173
888	167	0.151
965	388	
667	655	0.422
280	284	0.801
947	398	0.879
1164	699	0.203
748	12	0.258
748	871	0.561
14	1091	0.873
137	983	0.933
153	790	0.166
524	221	0.175
672	596	0.186
779	741	0.159
790	752	0.232
790	783	0.958
790	744	0.173
902	753	0.16
902	56	0.211
1001	959	0.192
1017	855	0.157
1084	1124	0.187
1084	689	0.23
179	534	0.15
399	545	0.297
483	473	0.158
602	660	0.223
625	259	0.217
625	348	0.212
782	209	0.645
896	610	0.441
1118	650	0.203
131	382	0.353
139	805	0.166
152	57	0.169
185	591	0.153
189	1106	0.211
189	1082	0.284
298	519	0.167
412	764	0.151
639	1156	0.165
825	456	0.171
825	165	0.175
939	265	0.296
1042	483	0.387
1042	190	0.152
1126	358	0.999
265	81	0.214
330	815	0.189
452	301	0.166
819	166	0.157
1047	1143	0.208
1080	930	0.26
1125	510	0.155
1167	230	0.213
19	448	0.927
1101	643	0.228
40	185	0.996
51	265	0.301
198	1137	0.211
198	1129	0.259
403	842	0.363
585	1101	0.592
738	270	0.282
987	1084	0.27
205	675	0.585
250	601	0.947
259	1154	0.872
259	1084	0.332
369	301	0.165
730	633	0.282
1143	209	0.441
46	1031	0.211
81	50	0.836
325	589	0.188
335	490	0.465
431	1108	0.645
873	440	0.298
510	70	0.283
555	1117	0.266
611	972	0.579
611	105	0.706
754	556	0.369
791	1169	0.301
1135	790	0.27
82	1126	0.168
82	633	0.325
407	107	0.166
571	738	0.204
671	865	0.634
749	359	0.412
764	1069	0.748
889	33	0.502
38	394	0.163
117	1112	0.394
136	605	0.302
168	897	0.173
401	967	0.21
700	228	0.982
809	750	0.159
991	891	0.163
991	333	0.254
514	226	0.328
521	745	0.152
844	496	0.894
875	480	0.275
944	1051	0.158
944	211	0.222
216	1	0.22
244	1048	0.991
319	293	0.24
408	752	0.325
408	783	0.28
460	844	0.165
516	312	0.352
628	954	0.844
633	1134	0.177
1124	1133	0.999
20	457	0.38
140	873	0.795
225	797	0.231
333	884	0.154
530	261	0.2
530	479	0.155
718	275	0.211
785	1027	0.213
788	860	0.177
883	913	0.535
922	588	0.479
79	169	0.952
274	493	0.403
453	1108	0.161
753	136	0.209
358	525	0.443
941	596	0.956
13	544	0.251
54	896	0.151
238	416	0.422
252	544	0.181
422	273	0.158
593	156	0.196
808	903	0.341
881	781	0.533
909	348	0.203
1123	405	0.32
1155	825	0.287
1155	923	0.95
141	758	0.162
222	433	0.177
299	610	0.198
610	346	0.315
752	165	0.349
44	585	0.244
729	1154	0.164
729	998	0.184
296	721	0.197
405	98	0.26
869	1120	0.93
957	931	0.286
1022	588	0.722
1061	301	0.167
1069	468	0.854
1069	201	0.999
26	378	0.541
103	1076	0.299
277	614	0.39
282	161	0.507
366	198	0.375
534	342	0.164
601	1044	0.27
603	539	0.343
750	1038	0.2
750	193	0.206
817	226	0.189
829	549	0.345
829	674	0.155
94	862	0.26
758	773	0.214
968	1150	0.494
193	133	0.346
464	1152	0.223
464	84	0.208
493	612	0.806
711	407	0.163
986	208	0.241
986	1112	0.312
317	876	0.151
416	769	0.158
416	816	0.308
600	852	0.288
600	520	0.474
600	255	0.513
740	1072	0.177
1095	211	0.452
1	222	0.278
240	381	0.364
240	658	0.493
240	131	0.564
255	1136	0.283
398	415	0.225
832	686	0.181
857	972	0.373
283	167	0.152
283	33	0.436
306	1123	0.556
765	534	0.274
776	861	0.295
787	960	0.207
1075	749	0.3
84	533	0.181
187	491	0.161
246	903	0.271
515	1134	0.868
544	8	0.219
686	1141	0.673
705	927	0.16
33	1132	0.155
323	931	0.317
323	320	0.239
323	862	0.198
504	333	0.303
872	408	0.158
1172	136	0.881
37	523	0.268
882	419	0.639
888	216	0.207
888	174	0.999
190	128	0.662
581	204	0.179
706	1172	0.251
893	752	0.401
1052	375	0.21
1063	196	0.988
50	590	0.261
50	269	0.298
288	169	0.186
478	541	0.155
745	916	0.23
144	428	0.248
360	163	0.162
560	1048	0.203
